"","company","rating","salary","city","state","companysize","industy","statistics","machine learning","r","python","computer science","mathematics","engineering","data mining","economics","java","sas","physics","operations research","spark","clustering","hadoop","matlab","hive","expression","sql","algorithms","finance","scala","applied mathematics","time series","development","math","econometrics","c++","data science","regression","bayesian methods"
"752","CitiGroup",3.6,"$107k-$167k","Long Island City","NY","10000+","Investment Banking & Asset Management",1,1,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,1
"753",NA,NA,"$91k-$138k","Aberdeen","MD","51-200",NA,0,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"754","AVL",3.9,"$82k-$124k","Plymouth","MN","5001-10000","Transportation Equipment Manufacturing",1,0,1,0,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"755","Rose International",3.5,NA,"Plano","TX","5001-10000","Staffing & Outsourcing",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"756","Plug Power Inc.",3.3,"$82k-$122k","Latham","NY","201-500","Electrical & Electronic Manufacturing",1,0,1,0,1,1,1,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0
"757","Apex Systems",3.4,NA,"Carlsbad","CA","1001-5000","Staffing & Outsourcing",1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0
"758","Halfaker and Associates",4.4,"$84k-$127k","Arlington","VA","201-500","IT Services",1,1,1,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0
"759","Amazon.com",3.6,"$123k-$174k","Seattle","WA","10000+",NA,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
"760","Software Engineering Institute",3.6,"$59k-$98k","Pittsburgh","PA","501-1000","Colleges & Universities",0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"761","ERGO Insurance Group",3.2,"$73k-$111k","Princeton","NJ","10000+","Insurance Carriers",1,1,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"762","Collabera",3.5,NA,"Charlotte","NC","10000+","IT Services",1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0
"763","IgnitionOne",3.6,"$65k-$100k","Atlanta","GA","201-500","Enterprise Software & Network Solutions",1,1,1,0,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"764",NA,NA,"$77k-$123k","Fort Worth","TX","1-50",NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"765","Impact Radius",3.9,"$71k-$106k","New York","NY","201-500","Advertising & Marketing",0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"766","The Judge Group, Inc.",3.5,NA,"Austin","TX","1001-5000","Staffing & Outsourcing",0,1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"767","MINDBODY, Inc",3.8,"$74k-$105k","San Luis Obispo","CA","1001-5000","Computer Hardware & Software",0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"768","Quantifind",4.3,"$136k-$194k","Menlo Park","CA","51-200","Computer Hardware & Software",1,0,1,1,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,1,1,1,0
"769",NA,4,NA,NA,NA,"1-50","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","Amazon",3.6,"$123k-$174k","Seattle","WA","10000+",NA,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0
"771","Cognizant Technology Solutions",3.5,"$62k-$91k","Plano","TX","10000+",NA,0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"772","Babson Capital Management",4.1,"$103k-$156k","Boston","MA","1001-5000","Investment Banking & Asset Management",1,1,1,1,1,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,1,0,0,1,0,1,1,0,1,0,0,1
"773","Amazon",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"774","Accenture",3.8,"$88k-$132k","Austin","TX","10000+",NA,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,0,0
"775","Vizient",3.3,"$102k-$153k","Chicago","IL","1001-5000","Health Care Services & Hospitals",1,1,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"776","KeyW",4,"$106k-$156k","Hanover","MD","1001-5000","Aerospace & Defense",0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"777","Rasosolutions",2.8,"$95k-$140k","Seattle","WA","51-200","Staffing & Outsourcing",0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"778",NA,4.4,"$69k-$107k","Huntsville","AL","51-200","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"779","Wish",4.6,"$119k-$166k","San Francisco","CA","201-500","General Merchandise & Superstores",1,1,1,0,1,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"780","Babylist",4.2,"$61k-$80k","Oakland","CA","1-50","Other Retail Stores",1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"781","Shape Security",4.7,"$103k-$148k","Mountain View","CA","51-200","IT Services",1,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"782","John Deere",3.9,"$80k-$123k","Moline","IL","10000+","Industrial Manufacturing",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"783","CGI",3.3,"$86k-$131k","Washington","DC","10000+","Consulting",1,1,1,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0
"784","eBay",3.7,"$121k-$167k","San Francisco","CA","10000+",NA,0,1,1,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"785","NJF Global Holdings",3.9,"$70k-$113k","Chicago","IL","51-200","Staffing & Outsourcing",0,0,1,0,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"786","University of Utah",4.1,"$47k-$74k","Salt Lake City","UT","10000+","Colleges & Universities",0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"787","Robert Bosch",3.8,"$107k-$157k","Palo Alto","CA","10000+","Computer Hardware & Software",1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0
"788","Mist Systems",4,"$101k-$154k","Cupertino","CA","1-50",NA,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"789",NA,4.1,NA,"Minneapolis","MN","201-500","IT Services",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"790","Datadog",4.5,"$87k-$127k","Paris","TX","201-500","Computer Hardware & Software",0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,1,0,0
"791","ManTech",3.5,"$82k-$123k","Alexandria","VA","5001-10000","IT Services",1,1,1,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,1,0,0,1,1,0,1,1,0,0
"792","Monsanto Company",3.9,"$64k-$108k","Saint Louis","MO","10000+","Food Production",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"793","BuzzFeed",3.5,"$96k-$145k","New York","NY","1001-5000","Publishing",0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"794",NA,NA,"$66k-$107k","Tulsa","OK","1-50","Staffing & Outsourcing",1,1,1,1,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0,1,1,0,1,1,0,0
"795","Mitek Systems",3.9,"$100k-$142k","San Diego","CA","51-200","Computer Hardware & Software",1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,1,1,1,0
"796","ERGO Insurance Group",3.2,"$66k-$100k","Parktown","NC","10000+","Insurance Carriers",1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0
"797","Wizsolution LLC",NA,"$68k-$105k","Princeton","NJ","51-200",NA,1,1,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"798","Knewton",3.7,"$130k-$188k","New York","NY","51-200","Education Training Services",0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,1
"799","Indeed",3.6,"$88k-$126k","Seattle","WA","1001-5000","Internet",1,1,1,1,1,1,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0
"800","7Park Data",3.4,"$76k-$122k","New York","NY","1-50","Research & Development",0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"801","Chef'd",2.9,"$80k-$118k","El Segundo","CA","51-200","Catering & Food Service Contractors",1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0
"802","Ford Motor Company US",3.8,"$84k-$123k","Dearborn","MI","10000+","Transportation Equipment Manufacturing",1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0
"803","MacAulay-Brown, Inc.",3.4,"$86k-$129k","Linthicum Heights","MD","1001-5000","Wholesale",1,1,1,1,1,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,1,1,0,1,0,0,0
"804","OwnerIQ",3.5,"$77k-$110k","Boston","MA","201-500","Advertising & Marketing",0,1,1,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"805","DISYS",3.7,"$106k-$157k","Quincy","MA","1001-5000","IT Services",0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"806","CALIBRE Systems",3.7,"$90k-$135k","Alexandria","VA","501-1000","IT Services",0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"807","Booz Allen Hamilton Inc.",3.7,"$89k-$136k","San Diego","CA","10000+","Consulting",1,1,1,1,1,0,1,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,1,0,0,1,1,0,1,0,0,0
"808","3M",3.8,"$105k-$157k","Woodbury","MN","10000+","Chemical Manufacturing",1,1,1,1,1,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,1,1,0,0
"809","KPMG",3.9,"$69k-$110k","Philadelphia","PA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
"810","Stripe",4.1,"$141k-$196k","San Francisco","CA","501-1000","Internet",1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
"811","Nexus IT Group",4.7,"$65k-$97k","Kansas City","MO","1-50","Staffing & Outsourcing",1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
"812","KPMG",3.9,"$69k-$109k","Atlanta","GA","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0
"813","Epsilon",3.2,"$108k-$161k","Woburn","MA","5001-10000","Advertising & Marketing",1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,0,0
"814","PulsePoint",3.9,"$91k-$139k","New York","NY","51-200","Internet",1,1,1,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,1
"815","Nissan",3.3,"$101k-$148k","San Jose","CA","10000+","Transportation Equipment Manufacturing",1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
"816","Mattaponi Partners",5,NA,"Baltimore","MD","1-50","IT Services",0,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0
"817","NBCUniversal",3.8,"$107k-$161k","Universal City","CA","10000+","TV Broadcast & Cable Networks",0,1,1,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0
"818","Amazon",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"819","Berg Health",2.3,"$88k-$138k","Framingham","MA","51-200","Biotech & Pharmaceuticals",0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,0
"820","Praxis Engineering",4.7,"$97k-$143k","Reston","VA","201-500","Computer Hardware & Software",1,1,1,1,1,1,1,0,0,1,1,0,0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"821","Placed",3.1,"$91k-$132k","Seattle","WA","51-200","Advertising & Marketing",1,1,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,0
"822",NA,NA,"$68k-$110k","Cleveland","OH","1-50",NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"823","Smith Hanley Associates",4.2,NA,"New York","NY","1-50","Staffing & Outsourcing",0,1,1,1,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0
"824","Google",4.4,"$109k-$164k","Chicago","IL","10000+","Internet",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"825","KAISER",3.9,"$76k-$115k","Pasadena","CA","10000+","Health Care Services & Hospitals",0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"826","Systel",3.7,NA,"Auburn Hills","MI","501-1000","Staffing & Outsourcing",1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0
"827","Obsidian Analysis",2.2,"$126k-$195k","Washington","DC","1-50","Consulting",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"828","Tekmark Global Solutions",3.2,NA,"Holmdel","NJ","501-1000","IT Services",1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0
"829","Cognizant Technology Solutions",3.5,"$62k-$91k","Plano","TX","10000+",NA,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0
"830","James River Holdings",3.6,"$49k-$76k","Richmond","VA","51-200","Insurance Carriers",1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"831","Unified",4.4,"$106k-$167k","New York","NY","51-200","Internet",1,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"832","John Deere",3.9,"$80k-$123k","Moline","IL","10000+","Industrial Manufacturing",1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,1,0,1,1,0,0
"833","Capco",3.7,"$101k-$152k","New York","NY","1001-5000","Consulting",1,1,1,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"834","Dstillery",4.2,"$115k-$166k","New York","NY","1-50","Advertising & Marketing",1,1,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0
"835",NA,NA,"$60k-$97k","Tampa","FL","1-50","Staffing & Outsourcing",0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0
"836","Upstart Network",4.6,"$116k-$177k","Palo Alto","CA","51-200","Lending",1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"837","Prime Team Partners",4.7,NA,"Bellevue","WA","1-50","Staffing & Outsourcing",1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0
"838","John Deere",3.9,"$80k-$123k","Moline","IL","10000+","Industrial Manufacturing",1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
"839","comScore, Inc",3.1,"$83k-$119k","Portland","OR","1001-5000","Advertising & Marketing",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"840","Amazon.com",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"841","comScore, Inc",3.1,"$83k-$119k","Portland","OR","1001-5000","Advertising & Marketing",1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0
"842","Coyote Logistics",3.4,"$79k-$120k","Chicago","IL","1001-5000","Logistics & Supply Chain",0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0
"843","Trax Technologies",2.8,"$67k-$97k","Scottsdale","AZ","201-500","Logistics & Supply Chain",1,0,1,1,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0
"844",NA,NA,NA,"Remote","OR",NA,NA,1,1,1,1,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0
"845","Riot Games",4,"$116k-$166k","Los Angeles","CA","1001-5000","Video Games",1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
"846","Faraday Future",3.2,"$85k-$127k",NA,NA,"201-500","Transportation Equipment Manufacturing",1,1,1,1,1,1,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0
"847","Google",4.4,"$127k-$188k","Seattle","WA","10000+","Internet",1,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,0,0
"848","GSN (Game Show Network)",3.2,"$114k-$158k","San Francisco","CA","201-500","TV Broadcast & Cable Networks",1,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,1,0,0
"849","National Grid",3.5,"$62k-$96k","Waltham","MA","10000+","Utilities",1,1,1,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,0
"850","Booz Allen Hamilton",3.7,"$85k-$129k","McLean","VA","10000+","Consulting",1,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,0
"851","Booz Allen Hamilton",3.7,"$85k-$129k","Washington","DC","10000+","Consulting",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"852","Spectrum",3.1,"$87k-$138k","Arapahoe","CO","10000+","Cable, Internet & Telephone Providers",1,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0
"853","Booz Allen Hamilton Inc.",3.7,"$85k-$129k","Washington","DC","10000+","Consulting",0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0
"854","Lyft",3.8,"$115k-$162k","Seattle","WA","1001-5000","Transportation Management",1,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0
"855","Honeywell",3.1,"$78k-$112k","Atlanta","GA","10000+","Computer Hardware & Software",0,1,1,0,1,1,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,1,0,0
"856","Deloitte",3.8,"$120k-$179k","Arlington","VA","10000+",NA,1,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0
"857","Riverside Research Institute",4.1,"$62k-$90k","Wright Patterson AFB","OH","501-1000","Federal Agencies",0,1,1,1,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"858","Bank of America",3.5,"$96k-$151k","Charlotte","NC","10000+","Banks & Credit Unions",1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,0
"859",NA,NA,NA,"Chicago","IL",NA,NA,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"860",NA,NA,NA,"Cincinnati","OH",NA,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
"861","Uber",4.2,"$113k-$158k","San Francisco","CA","10000+","Computer Hardware & Software",1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"862","KPMG",3.9,"$84k-$133k","Denver","CO","10000+","Accounting",1,1,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,1,1,1,1,0,0,0,0,1,1,0,1,0,1,0
"863",NA,3.9,"$56k-$91k","Detroit","MI","1-50","Internet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"864","Alta It Services",3.9,"$90k-$134k","Adelphi","MD","201-500","IT Services",1,0,1,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,1,1,0,1,1,1,0
"865","Aquent",4.2,NA,"Framingham","MA","5001-10000","Advertising & Marketing",1,1,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0
"866","Valiantica",3.6,"$92k-$133k","San Jose","CA","1-50","Health, Beauty, & Fitness",0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"867","Walmart eCommerce",3.2,"$108k-$149k","Sunnyvale","CA","1001-5000","Internet",1,1,1,1,1,0,0,1,0,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0
"868","Torch",2.7,"$60k-$97k","Saint Louis","MO","1-50","Advertising & Marketing",1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,1,1,1,0
"869","Microsoft Corporation",4,"$116k-$158k","Bellevue","WA","10000+","Computer Hardware & Software",1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0
"870",NA,4.4,NA,"Union","NJ","201-500","Staffing & Outsourcing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"871","Amazon",3.6,"$111k-$159k","Cambridge","MA","10000+",NA,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"872","Stanford Health Care",3.5,"$104k-$154k","Palo Alto","CA","5001-10000","Health Care Services & Hospitals",0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"873","Twitter",3.9,"$134k-$184k","San Francisco","CA","1001-5000","Internet",1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,1,0,1,1,0,0,1,0,0,0,0,0,1,1,0,0
"874","Hewlett Packard Enterprise",3.3,"$122k-$166k","Portland","OR","10000+","Enterprise Software & Network Solutions",1,0,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
"875","Mist Systems",4,"$101k-$154k","Cupertino","CA","1-50",NA,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0
"876","Eversight, Inc.",4.8,"$94k-$136k","Palo Alto","CA","51-200","Computer Hardware & Software",1,1,1,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,1,0
"877","Conversica",4,"$65k-$96k","Seattle","WA","51-200","Enterprise Software & Network Solutions",1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"878",NA,NA,"$68k-$117k","Moline","IL","1-50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
